"SchoolYear","ESD","CountyNumber","County","CountyDistrictNumber","District","GradeTested","AlgebraTotalTestedNotTested","Algebra1TotalTested","Algebra1MetStandardIncludingPrevPass","Algebra1PercentMetStandardIncludingPrevPass","Algebra1MetStandardWithoutPrevPass","Algebra1PercentMetStandardWithoutPrevPass","Algebra1PercentMetStandardExcludingNoScore","Algebra1Level1","Algebra1PercentLevel1","Algebra1Level2","Algebra1PercentLevel2","Algebra1LevelBasic","Algebra1PercentLevelBasic","Algebra1Level3","Algebra1PercentLevel3","Algebra1Level4","Algebra1PercentLevel4","Algebra1NoScore","Algebra1PercentNoScore","Algebra1NotMet","Algebra1PercentNotMet","Algebra1ExcusedAbsence","Algebra1Exempted","Integrated1TotalTestedNotTested","Integrated1TotalTested","Integrated1MetStandardIncludingPrevPass","Integrated1PercentMetStandardIncludingPrevPass","Integrated1MetStandardWithoutPrevPass","Integrated1PercentMetStandardWithoutPrevPass","Integrated1PercentMetStandardExcludingNoScore","Integrated1Level1","Integrated1PercentLevel1","Integrated1Level2","Integrated1PercentLevel2","Integrated1LevelBasic","Integrated1PercentLevelBasic","Integrated1Level3","Integrated1PercentLevel3","Integrated1Level4","Integrated1PercentLevel4","Integrated1NoScore","Integrated1PercentNoScore","Integrated1NotMet","Integrated1PercentNotMet","Integrated1ExcusedAbsence","Integrated1Exempted","Retake1TotalTestedNotTested","Retake1TotalTested","Retake1MetStandardIncludingPrevPass","Retake1PercentMetStandardIncludingPrevPass","Retake1MetStandardWithoutPrevPass","Retake1PercentMetStandardWithoutPrevPass","Retake1PercentMetStandardExcludingNoScore","Retake1Level1","Retake1PercentLevel1","Retake1Level2","Retake1PercentLevel2","Retake1LevelBasic","Retake1PercentLevelBasic","Retake1Level3","Retake1PercentLevel3","Retake1Level4","Retake1PercentLevel4","Retake1NoScore","Retake1PercentNoScore","Retake1NotMet","Retake1PercentNotMet","Retake1ExcusedAbsence","Retake1Exempted","AllEOCMathYear1TotalTestedNotTested","AllEOCMathYear1TotalTested","AllEOCMathYear1MetStandardIncludingPrevPass","AllEOCMathYear1PercentMetStandardIncludingPrevPass","AllEOCMathYear1MetStandardWithoutPrevPass","AllEOCMathYear1PercentMetStandardWithoutPrevPass","AllEOCMathYear1PercentMetStandardExcludingNoScore","AllEOCMathYear1Level1","AllEOCMathYear1PercentLevel1","AllEOCMathYear1Level2","AllEOCMathYear1PercentLevel2","AllEOCMathYear1LevelBasic","AllEOCMathYear1PercentLevelBasic","AllEOCMathYear1Level3","AllEOCMathYear1PercentLevel3","AllEOCMathYear1Level4","AllEOCMathYear1PercentLevel4","AllEOCMathYear1NoScore","AllEOCMathYear1PercentNoScore","AllEOCMathYear1NotMet","AllEOCMathYear1PercentNotMet","AllEOCMathYear1ExcusedAbsence","AllEOCMathYear1Exempted","GeometryTotalTestedNotTested","GeometryTotalTested","GeometryMetStandardIncludingPrevPass","GeometryPercentMetStandardIncludingPrevPass","GeometryMetStandardWithoutPrevPass","GeometryPercentMetStandardWithoutPrevPass","GeometryPercentMetStandardExcludingNoScore","GeometryLevel1","GeometryPercentLevel1","GeometryLevel2","GeometryPercentLevel2","GeometryLevelBasic","GeometryPercentLevelBasic","GeometryLevel3","GeometryPercentLevel3","GeometryLevel4","GeometryPercentLevel4","GeometryNoScore","GeometryPercentNoScore","GeometryNotMet","GeometryPercentNotMet","GeometryExcusedAbsence","GeometryExempted","Integrated2TotalTestedNotTested","Integrated2TotalTested","Integrated2MetStandardIncludingPrevPass","Integrated2PercentMetStandardIncludingPrevPass","Integrated2MetStandardWithoutPrevPass","Integrated2PercentMetStandardWithoutPrevPass","Integrated2PercentMetStandardExcludingNoScore","Integrated2Level1","Integrated2PercentLevel1","Integrated2Level2","Integrated2PercentLevel2","Integrated2LevelBasic","Integrated2PercentLevelBasic","Integrated2Level3","Integrated2PercentLevel3","Integrated2Level4","Integrated2PercentLevel4","Integrated2NoScore","Integrated2PercentNoScore","Integrated2NotMet","Integrated2PercentNotMet","Integrated2ExcusedAbsence","Integrated2Exempted","Retake2TotalTestedNotTested","Retake2TotalTested","Retake2MetStandardIncludingPrevPass","Retake2PercentMetStandardIncludingPrevPass","Retake2MetStandardWithoutPrevPass","Retake2PercentMetStandardWithoutPrevPass","Retake2PercentMetStandardExcludingNoScore","Retake2Level1","Retake2PercentLevel1","Retake2Level2","Retake2PercentLevel2","Retake2LevelBasic","Retake2PercentLevelBasic","Retake2Level3","Retake2PercentLevel3","Retake2Level4","Retake2PercentLevel4","Retake2NoScore","Retake2PercentNoScore","Retake2NotMet","Retake2PercentNotMet","Retake2ExcusedAbsence","Retake2Exempted","AllEOCMathYear2TotalTestedNotTested","AllEOCMathYear2TotalTested","AllEOCMathYear2MetStandardIncludingPrevPass","AllEOCMathYear2PercentMetStandardIncludingPrevPass","AllEOCMathYear2MetStandardWithoutPrevPass","AllEOCMathYear2PercentMetStandardWithoutPrevPass","AllEOCMathYear2PercentMetStandardExcludingNoScore","AllEOCMathYear2Level1","AllEOCMathYear2PercentLevel1","AllEOCMathYear2Level2","AllEOCMathYear2PercentLevel2","AllEOCMathYear2LevelBasic","AllEOCMathYear2PercentLevelBasic","AllEOCMathYear2Level3","AllEOCMathYear2PercentLevel3","AllEOCMathYear2Level4","AllEOCMathYear2PercentLevel4","AllEOCMathYear2NoScore","AllEOCMathYear2PercentNoScore","AllEOCMathYear2NotMet","AllEOCMathYear2PercentNotMet","AllEOCMathYear2ExcusedAbsence","AllEOCMathYear2Exempted","BiologyTotalTestedNotTested","BiologyTotalTested","BiologyMetStandardIncludingPrevPass","BiologyPercentMetStandardIncludingPrevPass","BiologyMetStandardWithoutPrevPass","BiologyPercentMetStandardWithoutPrevPass","BiologyPercentMetStandardExcludingNoScore","BiologyLevel1","BiologyPercentLevel1","BiologyLevel2","BiologyPercentLevel2","BiologyLevelBasic","BiologyPercentLevelBasic","BiologyLevel3","BiologyPercentLevel3","BiologyLevel4","BiologyPercentLevel4","BiologyNoScore","BiologyPercentNoScore","BiologyNotMet","BiologyPercentNotMet","BiologyExcusedAbsence","BiologyExempted"
"2012-13","Educational Service District 113","21","Lewis","21302","Chehalis School District","11",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,28,28,11,39.2,11,39.2,39.3,8,28.5,9,32.1,0,0,7,25,4,14.19,0,0,17,60.7,0,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,28,11,39.2,11,39.2,39.3,8,28.5,9,32.1,0,0,7,25,4,14.19,0,0,17,60.7,0,113,3,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21302","Chehalis School District","12",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21302","Chehalis School District","All",319,312,169,52.89,169,52.89,54.2,83,26,60,18.8,2,0.6,107,33.5,60,18.8,7,2.1,150,47,1,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,312,169,52.89,169,52.89,54.2,83,26,60,18.8,2,0.6,107,33.5,60,18.8,7,2.1,150,47,1,456,202,202,154,76.2,154,76.2,76.2,18,8.9,30,14.8,0,0,77,38.1,77,38.1,0,0,48,23.69,0,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,202,154,76.2,154,76.2,76.2,18,8.9,30,14.8,0,0,77,38.1,77,38.1,0,0,48,23.69,0,274,202,195,153,75.7,153,75.7,78.5,11,5.4,31,15.3,13,6.4,58,28.69,82,40.5,7,3.39,49,24.19,18,190
"2012-13","Educational Service District 113","21","Lewis","21303","White Pass School District","7&Lower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21303","White Pass School District","8",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21303","White Pass School District","9",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21303","White Pass School District","10",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21303","White Pass School District","11",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21303","White Pass School District","12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21303","White Pass School District","All",37,35,20,54,20,54,57.1,8,21.6,7,18.89,0,0,14,37.79,6,16.19,2,5.4,17,45.89,2,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,35,20,54,20,54,57.1,8,21.6,7,18.89,0,0,14,37.79,6,16.19,2,5.4,17,45.89,2,61,19,19,16,84.2,16,84.2,84.2,0,0,3,15.69,0,0,7,36.79,9,47.29,0,0,3,15.69,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,16,84.2,16,84.2,84.2,0,0,3,15.69,0,0,7,36.79,9,47.29,0,0,3,15.69,0,30,22,20,10,45.39,10,45.39,50,2,9,8,36.29,1,4.5,7,31.8,2,9,2,9,12,54.5,2,13
"2012-13","Educational Service District 113","21","Lewis","21401","Centralia School District","7&Lower",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21401","Centralia School District","8",56,56,49,87.5,49,87.5,87.5,0,0,7,12.5,0,0,28,50,21,37.5,0,0,7,12.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,56,49,87.5,49,87.5,87.5,0,0,7,12.5,0,0,28,50,21,37.5,0,0,7,12.5,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21401","Centralia School District","9",173,173,71,41,71,41,41,34,19.6,68,39.29,0,0,61,35.2,10,5.7,0,0,102,58.89,0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,173,71,41,71,41,41,34,19.6,68,39.29,0,0,61,35.2,10,5.7,0,0,102,58.89,0,41,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21401","Centralia School District","10",118,112,124,55.8,20,16.89,17.9,60,50.79,32,27.1,1,0.8,16,13.5,3,2.5,6,5,98,83,10,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,112,144,59.5,20,16.89,17.9,60,50.79,32,27.1,1,0.8,16,13.5,3,2.5,6,5,98,83,10,136,161,161,150,79.3,122,75.7,75.8,8,4.9,31,19.19,0,0,74,45.89,48,29.8,0,0,39,24.19,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,161,150,79.3,122,75.7,75.8,8,4.9,31,19.19,0,0,74,45.89,48,29.8,0,0,39,24.19,0,28,259,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21401","Centralia School District","11",35,35,5,14.19,5,14.19,14.3,21,60,9,25.69,0,0,5,14.19,0,0,0,0,30,85.7,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,35,5,14.19,5,14.19,14.3,21,60,9,25.69,0,0,5,14.19,0,0,0,0,30,85.7,0,118,16,16,7,43.7,7,43.7,43.8,4,25,5,31.19,0,0,6,37.5,1,6.2,0,0,9,56.2,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,7,43.7,7,43.7,43.8,4,25,5,31.19,0,0,6,37.5,1,6.2,0,0,9,56.2,0,100,1,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21401","Centralia School District","12",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 113","21","Lewis","21401","Centralia School District","All",393,387,149,37.89,149,37.89,38.5,117,29.69,121,30.69,1,0.2,112,28.39,36,9.09,6,1.5,244,62,10,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,387,149,37.89,149,37.89,38.5,117,29.69,121,30.69,1,0.2,112,28.39,36,9.09,6,1.5,244,62,10,405,227,227,174,76.59,174,76.59,76.7,16,7,37,16.19,0,0,93,40.89,81,35.6,0,0,53,23.3,0,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,227,174,76.59,174,76.59,76.7,16,7,37,16.19,0,0,93,40.89,81,35.6,0,0,53,23.3,0,215,263,252,158,60,158,60,62.7,28,10.59,66,25,2,0.7,85,32.29,71,26.89,11,4.09,105,39.89,6,145
"2012-13","Educational Service District 101",,,"22008","Sprague School District","7&Lower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 101",,,"22008","Sprague School District","9",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 101",,,"22008","Sprague School District","10",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 101",,,"22008","Sprague School District","11",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 101",,,"22008","Sprague School District","12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 101",,,"22008","Sprague School District","All",10,10,3,30,3,30,30,1,10,6,60,0,0,2,20,1,10,0,0,7,70,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,3,30,3,30,30,1,10,6,60,0,0,2,20,1,10,0,0,7,70,0,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 101","22","Lincoln","22009","Reardan-Edwall School District","7&Lower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 101","22","Lincoln","22009","Reardan-Edwall School District","8",23,23,21,91.29,21,91.29,91.3,0,0,2,8.59,0,0,14,60.79,7,30.39,0,0,2,8.59,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,23,21,91.29,21,91.29,91.3,0,0,2,8.59,0,0,14,60.79,7,30.39,0,0,2,8.59,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 101","22","Lincoln","22009","Reardan-Edwall School District","9",29,29,21,72.4,21,72.4,72.4,1,3.39,7,24.1,0,0,16,55.1,5,17.19,0,0,8,27.5,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,29,21,72.4,21,72.4,72.4,1,3.39,7,24.1,0,0,16,55.1,5,17.19,0,0,8,27.5,0,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 101","22","Lincoln","22009","Reardan-Edwall School District","10",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,25,25,45,93.7,22,88,88,0,0,3,12,0,0,10,40,12,48,0,0,3,12,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,45,93.7,22,88,88,0,0,3,12,0,0,10,40,12,48,0,0,3,12,0,23,62,62,51,82.2,51,82.2,82.3,0,0,11,17.69,1,1.6,29,46.7,21,33.79,0,0,11,17.69,1,1
"2012-13","Educational Service District 101","22","Lincoln","22009","Reardan-Edwall School District","11",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 101","22","Lincoln","22009","Reardan-Edwall School District","12",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 101","22","Lincoln","22009","Reardan-Edwall School District","All",75,75,48,64,48,64,64,6,8,21,28,0,0,36,48,12,16,0,0,27,36,0,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,75,48,64,48,64,64,6,8,21,28,0,0,36,48,12,16,0,0,27,36,0,108,42,42,39,92.79,39,92.79,92.9,0,0,3,7.09,0,0,15,35.7,24,57.1,0,0,3,7.09,0,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,42,39,92.79,39,92.79,92.9,0,0,3,7.09,0,0,15,35.7,24,57.1,0,0,3,7.09,0,61,62,62,51,82.2,51,82.2,82.3,0,0,11,17.69,1,1.6,29,46.7,21,33.79,0,0,11,17.69,1,31
"2012-13","Educational Service District 101","22","Lincoln","22017","Almira School District","7&Lower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 101","22","Lincoln","22017","Almira School District","8",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 101","22","Lincoln","22017","Almira School District","All",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 101","22","Lincoln","22073","Creston School District","7&Lower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 101","22","Lincoln","22073","Creston School District","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 101","22","Lincoln","22073","Creston School District","9",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13","Educational Service District 101","22","Lincoln","22073","Creston School District","10",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,11,8,7,63.6,7,63.6,87.5,0,0,1,9,1,9,0,0,6,54.5,3,27.19,4,36.29,0,0
"2012-13","Educational Service District 101","22","Lincoln","22073","Creston School District","11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
